DyadID,Year,Org,SideA,SideAID,SideAComponents,SideB,SideBID,SideBComponents,StartDate,StartPrec,StartDate2,StartPrec2,EpEnd,EpEndDate,EpEndPrec,BestFatalityEstimate,LowFatalityEstimate,HighFatalityEstimate,Location,GWNOLocation,Region,Version
2-378,1990,3,Kyrgyz,1719,,Uzbek,1718,,1990-06-04,1,1990-06-10,2,1,1990-06-10,2,171,171,171,Russia (Soviet Union),365,1,2.5-2016
2-378,2010,3,Kyrgyz,1719,,Uzbek,1718,,1990-06-04,1,2010-06-12,1,1,2010-06-15,2,41,41,465,Kyrgyzstan,703,3,2.5-2016
2-379,1996,1,Taleban - Ali Dad faction,1721,,Taleban - Mola Khel faction,1722,,1996-03-26,2,1996-03-26,2,1,1996-03-26,2,30,30,30,Afghanistan,700,3,2.5-2016
2-38,2008,1,CNDP,1272,,PARECO,1763,,2007-09-11,1,2008-04-28,3,1,2008-11-27,1,60,60,160,DR Congo (Zaire),490,4,2.5-2016
2-380,1989,3,Hindus (India),1723,,Muslims (India),1724,,1989-03-31,3,1989-09-30,3,0,,0,441,441,441,India,750,3,2.5-2016
2-380,1990,3,Hindus (India),1723,,Muslims (India),1724,,1989-03-31,3,1989-09-30,3,0,,0,1878,1878,2215,India,750,3,2.5-2016
2-380,1991,3,Hindus (India),1723,,Muslims (India),1724,,1989-03-31,3,1989-09-30,3,0,,0,96,96,162,India,750,3,2.5-2016
2-380,1992,3,Hindus (India),1723,,Muslims (India),1724,,1989-03-31,3,1989-09-30,3,0,,0,462,451,1053,India,750,3,2.5-2016
2-380,1993,3,Hindus (India),1723,,Muslims (India),1724,,1989-03-31,3,1989-09-30,3,1,1993-08-31,3,142,129,757,India,750,3,2.5-2016
2-380,2002,3,Hindus (India),1723,,Muslims (India),1724,,1989-03-31,3,2002-04-23,1,1,2002-12-24,1,60,60,61,India,750,3,2.5-2016
2-380,2013,3,Hindus (India),1723,,Muslims (India),1724,,1989-03-31,3,2013-09-08,1,1,2013-11-03,1,68,68,70,India,750,3,2.5-2016
2-381,1999,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,01/20/1999,2,01/20/1999,2,0,,0,504,443,1120,Indonesia,850,3,2.5-2016
2-381,2000,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,01/20/1999,2,01/20/1999,2,1,2000-11-26,3,493,468,493,Indonesia,850,3,2.5-2016
2-381,2002,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,1999-02-14,2,2002-09-21,1,1,2002-09-21,1,26,26,26,Indonesia,850,3,2.5-2016
2-381,2004,3,Christians (Indonesia),1725,,Muslims (Indonesia),1726,,1999-02-14,2,2004-04-25,1,1,2004-11-13,1,49,40,56,Indonesia,850,3,2.5-2016
2-382,1999,3,Akibu,4467,,Tonakau,4468,,1999-03-02,3,1999-03-12,3,1,1999-03-12,3,60,60,60,Papua New Guinea,910,3,2.5-2016
2-383,1993,3,Christians (Philippines),1737,,Muslims (Philippines),1738,,1993-02-05,1,1993-10-24,2,1,1993-12-26,1,43,43,58,Philippines,840,3,2.5-2016
2-384,1994,2,Supporters of PA,1740,,Supporters of UNP,1739,,1994-07-28,3,1994-08-21,2,1,1994-11-05,1,29,29,29,Sri Lanka,780,3,2.5-2016
2-149,2008,1,Tijuana Cartel,1660,,Tijuana Cartel - El Teo faction,1661,,2008-02-12,1,2008-09-29,1,0,,0,185,185,244,Mexico,70,5,2.5-2016
2-386,1997,3,Kuki,1231,,Paite,1743,,1997-07-08,3,1997-07-08,3,1,1997-12-21,1,136,136,297,India,750,3,2.5-2016
2-388,1992,1,PKK,1166,,PUK,1103,,1992-10-04,1,1992-10-08,2,1,1992-10-08,2,50,50,50,Iraq,645,2,2.5-2016
2-388,2000,1,PKK,1166,,PUK,1103,,1992-10-04,1,2000-09-22,2,1,2000-12-04,2,92,92,105,Iraq,645,2,2.5-2016
2-389,1989,1,Forces of Michel Aoun,1084,,PSP,1744,,1989-03-11,1,1989-03-22,1,1,1989-05-02,1,31,31,32,Lebanon,660,2,2.5-2016
2-39,1994,1,Comando Vermelho,1633,,Terceiro Comando,1642,,1993-06-19,1,1994-02-21,2,0,,0,28,28,28,Brazil,140,5,2.5-2016
2-39,1995,1,Comando Vermelho,1633,,Terceiro Comando,1642,,1993-06-19,1,1994-02-21,2,1,1995-12-10,2,40,40,40,Brazil,140,5,2.5-2016
2-39,1997,1,Comando Vermelho,1633,,Terceiro Comando,1642,,1993-06-19,1,1997-12-12,1,1,1997-12-13,1,29,29,29,Brazil,140,5,2.5-2016
2-39,2001,1,Comando Vermelho,1633,,Terceiro Comando,1642,,1993-06-19,1,2001-06-10,1,0,,0,74,74,74,Brazil,140,5,2.5-2016
2-39,2002,1,Comando Vermelho,1633,,Terceiro Comando,1642,,1993-06-19,1,2001-06-10,1,0,,0,48,48,52,Brazil,140,5,2.5-2016
2-39,2003,1,Comando Vermelho,1633,,Terceiro Comando,1642,,1993-06-19,1,2001-06-10,1,0,,0,35,41,41,Brazil,140,5,2.5-2016
2-39,2004,1,Comando Vermelho,1633,,Terceiro Comando,1642,,1993-06-19,1,2001-06-10,1,1,2004-07-04,2,34,34,34,Brazil,140,5,2.5-2016
2-390,2009,1,Lashkar of Orakzai tribe,1753,,TTP,1199,,2009-08-18,1,2009-12-22,1,1,2009-12-22,1,27,27,27,Pakistan,770,3,2.5-2016
2-391,2009,1,Forces of Turkestan Bhittani,1754,,TTP,1199,,2008-06-24,2,2009-08-12,1,1,2009-10-06,1,101,101,121,Pakistan,770,3,2.5-2016
2-393,1997,1,CNDD,1277,,Palipehutu-FNL,1278,,1996-12-31,3,1997-07-06,2,1,1997-07-06,2,224,224,610,"Burundi, Tanzania","516, 510",4,2.5-2016
2-406,2015,3,Samburu,1794,,Turkana,1554,,1992-12-31,5,2015-11-02,5,0,,0,50,50,50,Kenya,501,4,2.5-2016
2-395,2004,3,Anuak,1435,,Highlanders,1957,,2004-01-30,1,2004-01-30,1,1,2004-11-30,3,114,114,236,Ethiopia,530,4,2.5-2016
2-396,2003,1,FNI,1460,,PUSIC,1959,,2003-03-04,1,2003-03-04,1,1,2003-05-31,1,67,67,188,DR Congo (Zaire),490,4,2.5-2016
2-397,2003,1,FNI,1460,,UPC,1960,,2003-05-06,1,2003-05-06,1,1,2003-08-23,1,429,429,468,DR Congo (Zaire),490,4,2.5-2016
2-398,2003,1,"FNI, FRPI",549003,"1460, 1961",UPC,1960,,2003-03-06,1,2003-03-06,1,1,2003-03-06,1,71,71,106,DR Congo (Zaire),490,4,2.5-2016
2-399,2002,1,RCD-K-ML ,1650,,UPC,1960,,2002-08-14,3,2002-08-14,3,1,2002-12-03,1,216,216,216,DR Congo (Zaire),490,4,2.5-2016
2-4,2008,2,Supporters of ACN,1760,,Supporters of PDP,1527,,2008-01-14,1,2008-03-21,1,1,2008-04-22,1,33,33,33,Nigeria,475,4,2.5-2016
2-4,2011,2,Supporters of ACN,1760,,Supporters of PDP,1527,,2008-01-14,1,2011-10-17,1,1,2011-10-17,1,26,26,46,Nigeria,475,4,2.5-2016
2-40,2007,1,CPN-M,1100,,MJF,1645,,2007-01-19,1,2007-03-21,1,1,2007-03-28,1,30,30,33,Nepal,790,3,2.5-2016
2-401,2001,3,Suri,1549,,Tishana-Me’en,1962,,2001-12-31,5,2001-12-31,5,1,2001-12-31,5,34,34,34,Ethiopia,530,4,2.5-2016
2-403,2001,3,Geri,1906,,Makahin,1965,,2001-06-30,3,2001-06-30,3,1,2001-06-30,3,32,32,32,Ethiopia,530,4,2.5-2016
2-404,2005,3,Borana,1445,,Gabra,1463,,1992-04-30,3,2005-07-12,1,0,,0,68,68,95,Kenya,501,4,2.5-2016
2-404,2006,3,Borana,1445,,Gabra,1463,,1992-04-30,3,2005-07-12,1,0,,0,74,74,74,Kenya,501,4,2.5-2016
2-404,2007,3,Borana,1445,,Gabra,1463,,1992-04-30,3,2005-07-12,1,1,2007-02-11,2,27,27,27,"Kenya, Ethiopia","501, 530",4,2.5-2016
2-404,2012,3,Borana,1445,,Gabra,1463,,1992-04-30,3,2012-01-28,2,1,2012-01-28,2,27,27,31,Kenya,501,4,2.5-2016
2-405,2006,3,Pokot,1529,,Samburu,1794,,2006-04-30,3,2006-09-20,3,1,2006-09-20,3,25,25,25,Kenya,501,4,2.5-2016
2-405,2009,3,Pokot,1529,,Samburu,1794,,2006-04-30,3,2009-09-14,1,1,2009-12-31,5,51,43,54,Kenya,501,4,2.5-2016
2-406,1996,3,Samburu,1794,,Turkana,1554,,1992-12-31,5,1996-12-31,5,1,1996-12-31,5,54,54,54,Kenya,501,4,2.5-2016
2-12132,2015,1,Jama'atu Ahlis Sunna Lidda'awati wal-Jihad,1935,,Yan Gora,4000,,2013-07-25,1,2013-08-25,1,0,,0,39,39,39,Nigeria,475,4,2.5-2016
2-408,1991,3,Ari,1968,,Mursi,1969,,1991-05-31,3,1991-05-31,3,1,1991-05-31,3,51,51,51,Ethiopia,530,4,2.5-2016
2-408,1999,3,Ari,1968,,Mursi,1969,,1991-05-31,3,1999-01-03,2,1,1999-01-03,2,31,31,41,Ethiopia,530,4,2.5-2016
2-409,1989,3,Dassanetch,1574,,"Nyangatom, Toposa",553002,"1573, 1553",1989-03-31,5,1989-03-31,5,1,1989-03-31,5,60,60,60,Kenya,501,4,2.5-2016
2-41,2004,3,Dabare subclan of Digil clan (Digil-Mirifle),1447,,Luway subclan of Mirifle clan (Digil-Mirifle),1497,,2004-05-30,1,2004-08-15,1,1,2004-12-16,1,47,47,87,Somalia,520,4,2.5-2016
2-410,1999,3,"Dayak, Malay",585001,"1680, 1970",Madurese,1681,,1999-02-25,2,1999-03-19,2,1,1999-03-25,3,172,172,209,Indonesia,850,3,2.5-2016
2-411,1996,3,Samburu,1794,,Somali (Kenya),1991,,1996-09-26,5,1996-09-26,5,1,1996-09-26,5,40,40,40,Kenya,501,4,2.5-2016
2-412,2000,3,Bokora Karimojong,1444,,"Jie, Matheniko Karimojong, Turkana",550004,"1489, 1908, 1554",2000-07-11,1,2000-07-11,1,1,2000-07-11,1,213,213,213,Uganda,500,4,2.5-2016
2-413,1997,1,Forces of General Morgan,1966,,Forces of Omar Jess,1837,,1997-03-11,1,1997-08-23,2,0,,0,188,188,188,Somalia,520,4,2.5-2016
2-413,1998,1,Forces of General Morgan,1966,,Forces of Omar Jess,1837,,1997-03-11,1,1997-08-23,2,1,1998-12-13,2,240,214,251,Somalia,520,4,2.5-2016
2-149,2009,1,Tijuana Cartel,1660,,Tijuana Cartel - El Teo faction,1661,,2008-02-12,1,2008-09-29,1,0,,0,47,47,66,Mexico,70,5,2.5-2016
2-149,2010,1,Tijuana Cartel,1660,,Tijuana Cartel - El Teo faction,1661,,2008-02-12,1,2008-09-29,1,1,2010-10-24,1,54,54,83,Mexico,70,5,2.5-2016
2-174,1995,1,Hells Angels,1669,,Rock Machine,1670,,1994-10-20,1,1995-12-31,5,1,1995-12-31,5,25,25,25,"Mexico, Canada","70, 20",5,2.5-2016
2-245,1993,3,Garcia clan,1689,,Pena Rojas clan,1690,,1993-02-06,1,1993-02-09,1,1,1993-02-09,1,27,27,27,Mexico,70,5,2.5-2016
2-385,2002,3,Santiago Xochiltepec,1742,,Santo Domingo Teojomulco,1741,,2002-05-31,2,2002-05-31,2,1,2002-05-31,2,26,26,26,Mexico,70,5,2.5-2016
2-414,2010,1,Gulf Cartel,1643,,Los Zetas,1973,,2010-01-31,2,2010-03-05,5,0,,0,412,412,775,Mexico,70,5,2.5-2016
2-416,2010,1,Ansarallah,1976,,AQAP,1747,,2010-11-24,1,2010-11-26,1,1,2010-11-26,1,26,17,26,Yemen (North Yemen),678,2,2.5-2016
2-416,2014,1,Ansarallah,1976,,AQAP,1747,,2010-11-24,1,2014-10-09,1,1,2014-12-31,1,460,460,611,Yemen (North Yemen),678,2,2.5-2016
2-414,2011,1,Gulf Cartel,1643,,Los Zetas,1973,,2010-01-31,2,2010-03-05,5,0,,0,380,380,430,Mexico,70,5,2.5-2016
2-178,1990,1,Cali Cartel,1671,,Medellín Cartel,1635,,1990-05-03,1,1990-10-25,1,1,1990-10-25,1,32,32,46,Colombia,100,5,2.5-2016
2-414,2012,1,Gulf Cartel,1643,,Los Zetas,1973,,2010-01-31,2,2010-03-05,5,0,,0,555,555,592,Mexico,70,5,2.5-2016
2-414,2013,1,Gulf Cartel,1643,,Los Zetas,1973,,2010-01-31,2,2010-03-05,5,0,,0,339,257,359,Mexico,70,5,2.5-2016
2-414,2014,1,Gulf Cartel,1643,,Los Zetas,1973,,2010-01-31,2,2010-03-05,5,0,,0,436,436,761,Mexico,70,5,2.5-2016
2-14353,2015,1,Sinaloa Cartel,1636,,Tijuana Cartel,1660,,1992-09-30,3,04/04/2015,2,0,,0,130,130,292,Mexico,70,5,2.5-2016
2-418,2010,1,Lashkar-e-Islam,1244,,TTP,1199,,2010-02-18,1,2010-02-18,1,1,2010-12-26,1,63,53,69,Pakistan,770,3,2.5-2016
2-419,2010,1,Forces of Momin Afridi,1985,,TTP - TA,1986,,2010-08-31,2,2010-11-05,1,1,2010-11-05,1,74,70,99,Pakistan,770,3,2.5-2016
2-42,2006,3,Darsalim,1448,,Kibete,1493,,2006-11-07,2,2006-11-07,2,1,2006-11-07,2,140,140,300,Chad,483,4,2.5-2016
2-420,2010,1,TTP - MR,1987,,TTP - MT,1988,,2010-02-17,1,2010-03-13,1,1,2010-04-01,1,80,77,88,Pakistan,770,3,2.5-2016
2-421,2010,3,Bangesh,1651,,Mangal,1658,,2008-06-18,1,2010-09-09,1,1,2010-10-04,1,165,165,178,Pakistan,770,3,2.5-2016
2-422,2010,1,Mara 18 (Honduras),1984,,Mara Salvatrucha (Honduras),1639,,1999-11-12,1,2010-09-07,1,1,2010-10-30,1,49,48,55,Honduras,91,5,2.5-2016
2-423,2010,3,Suleiman subclan of Habar Gidir clan (Hawiye),1548,,Qubeys subclan (Dir),1983,,2010-02-05,1,2010-03-12,1,1,2010-08-30,2,88,88,88,Somalia,520,4,2.5-2016
2-424,2010,3,Gok Dinka,1437,,Rek Dinka,1982,,2010-02-20,1,2010-02-20,1,1,2010-02-20,1,28,28,56,Sudan,625,4,2.5-2016
2-424,2012,3,Gok Dinka,1437,,Rek Dinka,1982,,2010-02-20,1,2012-11-30,1,1,2012-12-05,2,81,81,81,South Sudan,626,4,2.5-2016
2-425,2010,1,Mujahideen in the Golis Mountains,1981,,Puntland state of Somalia,1530,,2010-07-26,1,2010-08-19,1,0,,0,109,96,161,Somalia,520,4,2.5-2016
2-425,2011,1,Mujahideen in the Golis Mountains,1981,,Puntland state of Somalia,1530,,2010-07-26,1,2010-08-19,1,0,,0,33,27,33,Somalia,520,4,2.5-2016
2-425,2012,1,Mujahideen in the Golis Mountains,1981,,Puntland state of Somalia,1530,,2010-07-26,1,2010-08-19,1,1,2012-12-07,1,79,79,113,Somalia,520,4,2.5-2016
2-426,2010,3,Boje,1979,,Nsadop,1980,,2010-10-30,2,2010-10-30,2,1,2010-10-30,2,30,30,35,Nigeria,475,4,2.5-2016
2-427,2010,3,Atuot Dinka,1977,,Ciek Dinka,1978,,2010-04-25,2,2010-04-25,2,1,2010-04-25,2,27,27,54,Sudan,625,4,2.5-2016
2-428,2010,1,Ahlu Sunna Waljamaca,1761,,Hizbul Islam,1882,,2009-12-27,1,2010-01-13,1,1,2010-11-29,2,45,45,49,Somalia,520,4,2.5-2016
2-429,2002,3,Birom,1443,,Fulani,1461,,2002-05-30,2,2002-10-14,1,1,2002-12-29,1,48,48,48,Nigeria,475,4,2.5-2016
2-429,2010,3,Birom,1443,,Fulani,1461,,2002-05-30,2,2010-01-19,1,0,,0,323,262,687,Nigeria,475,4,2.5-2016
2-429,2011,3,Birom,1443,,Fulani,1461,,2002-05-30,2,2010-01-19,1,0,,0,112,112,140,Nigeria,475,4,2.5-2016
2-429,2012,3,Birom,1443,,Fulani,1461,,2002-05-30,2,2010-01-19,1,0,,0,73,73,73,Nigeria,475,4,2.5-2016
2-429,2013,3,Birom,1443,,Fulani,1461,,2002-05-30,2,2010-01-19,1,0,,0,58,58,58,Nigeria,475,4,2.5-2016
2-429,2014,3,Birom,1443,,Fulani,1461,,2002-05-30,2,2010-01-19,1,0,,0,34,34,139,Nigeria,475,4,2.5-2016
2-12464,2015,3,Kuteb,2377,,Tiv,1911,,2015-05-01,1,2015-05-03,1,0,,0,64,64,64,Nigeria,475,4,2.5-2016
2-43,2004,3,Da'ud subclan of Abgal clan (Hawiye),1449,,Warsangeli subclan of Abgal clan (Hawiye),1560,,2004-01-21,1,2004-05-12,1,1,2004-09-22,1,132,128,143,Somalia,520,4,2.5-2016
2-430,1997,3,Dassanetch,1574,,Gabra,1463,,1997-03-31,3,1997-03-31,3,1,1997-03-31,3,100,100,100,Kenya,501,4,2.5-2016
2-432,2002,3,Burkinabé,1995,,Guéré,1994,,2001-05-07,2,2002-11-14,3,0,,0,27,7,27,Ivory Coast,437,4,2.5-2016
2-432,2003,3,Burkinabé,1995,,Guéré,1994,,2001-05-07,2,2002-11-14,3,0,,0,155,155,166,Ivory Coast,437,4,2.5-2016
2-432,2004,3,Burkinabé,1995,,Guéré,1994,,2001-05-07,2,2002-11-14,3,1,2004-02-18,2,38,38,38,Ivory Coast,437,4,2.5-2016
2-433,2005,3,Dioula,1453,,Guéré,1994,,2005-01-05,1,2005-05-01,2,1,2005-06-06,1,35,35,68,Ivory Coast,437,4,2.5-2016
2-434,2005,3,Guéré,1994,,Senufo,1996,,2005-05-26,1,2005-05-31,1,1,2005-06-05,1,65,58,103,Ivory Coast,437,4,2.5-2016
2-435,2000,3,Degodia,1787,,Garre,1963,,2000-12-31,5,2000-12-31,5,1,2000-12-31,5,37,37,37,Ethiopia,530,4,2.5-2016
2-435,2012,3,Degodia,1787,,Garre,1963,,2000-12-31,5,2012-11-09,2,0,,0,30,30,37,Kenya,501,4,2.5-2016
2-435,2013,3,Degodia,1787,,Garre,1963,,2000-12-31,5,2012-11-09,2,0,,0,57,52,97,Kenya,501,4,2.5-2016
2-435,2014,3,Degodia,1787,,Garre,1963,,2000-12-31,5,2012-11-09,2,1,2014-10-04,1,77,77,129,Kenya,501,4,2.5-2016
2-437,2000,3,Dodoth,1921,,"Jie, Matheniko Karimojong",550010,"1489, 1908",2000-07-22,2,2000-07-22,2,1,2000-07-22,2,33,33,33,Uganda,500,4,2.5-2016
2-438,1999,3,Oleh,2003,,Olmoro,2004,,1999-11-16,1,1999-11-16,1,1,1999-11-16,1,47,47,47,Nigeria,475,4,2.5-2016
2-439,2001,3,Abgal clan (Hawiye),1907,,Garre subclan of Digil clan (Digil-Mirifle),1466,,2001-12-01,1,2001-12-02,1,1,2001-12-02,1,25,25,25,Somalia,520,4,2.5-2016
2-44,2003,3,Dawa,1450,,Gura,1468,,2003-12-06,3,2003-12-06,3,1,2003-12-06,3,55,55,55,Ethiopia,530,4,2.5-2016
2-440,2001,1,Forces of Abdullahi Yusuf,1422,,Forces of Yussuf Hajji Nur,2005,,2001-08-06,2,2001-08-06,2,1,2001-08-06,2,42,42,62,Somalia,520,4,2.5-2016
2-442,2011,3,Copts (Egypt),2017,,Muslims (Egypt),2018,,1995-08-13,1,2011-05-07,1,1,2011-08-08,1,31,31,31,Egypt,651,2,2.5-2016
2-443,2011,1,Al-Shabaab,1578,,SVA,2032,,2011-01-26,1,2011-08-14,1,1,2011-11-04,1,36,29,49,Somalia,520,4,2.5-2016
2-444,2011,3,Guéré,1994,,Malinké,2024,,2011-01-07,2,2011-01-07,2,1,2011-01-07,2,33,14,40,Ivory Coast,437,4,2.5-2016
2-445,2011,1,FDC,2021,,FDLR,1380,,2011-11-26,1,2011-12-30,1,0,,0,26,26,28,DR Congo (Zaire),490,4,2.5-2016
2-445,2012,1,FDC,2021,,FDLR,1380,,2011-11-26,1,2011-12-30,1,1,2012-01-20,3,35,35,46,DR Congo (Zaire),490,4,2.5-2016
2-446,2011,1,BIFM,2031,,MILF,1118,,2011-08-09,1,2011-09-14,1,1,2011-11-20,1,31,31,31,Philippines,840,3,2.5-2016
2-14596,2015,1,AQAP,1747,,Forces of Hadi,6254,,2015-01-26,1,2015-02-12,1,0,,0,115,115,119,Yemen (North Yemen),678,2,2.5-2016
2-448,2011,3,Kpelle,2026,,Malinké,2024,,2011-05-04,2,2011-05-04,2,1,2011-05-04,2,25,25,36,Guinea,438,4,2.5-2016
2-449,2011,1,Lashkar-e-Islam,1244,,Lashkar of Zakakhel tribe,2027,,2011-03-21,2,2011-04-09,1,0,,0,128,128,151,Pakistan,770,3,2.5-2016
2-449,2012,1,Lashkar-e-Islam,1244,,Lashkar of Zakakhel tribe,2027,,2011-03-21,2,2011-04-09,1,1,2012-12-05,1,93,93,93,Pakistan,770,3,2.5-2016
2-45,2008,3,Derashe,1788,,Konso,1922,,2008-02-07,2,2008-02-07,2,1,2008-02-07,2,33,33,33,Ethiopia,530,4,2.5-2016
2-450,2011,1,Lashkar-e-Islam,1244,,TTP - TA,1986,,2011-01-20,1,2011-08-23,1,0,,0,41,41,41,Pakistan,770,3,2.5-2016
2-450,2012,1,Lashkar-e-Islam,1244,,TTP - TA,1986,,2011-01-20,1,2011-08-23,1,1,2012-03-05,1,30,30,30,Pakistan,770,3,2.5-2016
2-451,2011,1,CPJP,1937,,UFDR,1408,,2011-09-12,2,2011-09-22,3,1,2011-09-29,3,53,53,53,Central African Republic,482,4,2.5-2016
2-452,2011,3,Borana,1445,,Turkana,1554,,2011-10-14,1,2011-12-31,1,1,2011-12-31,1,29,21,29,Kenya,501,4,2.5-2016
2-453,2011,3,Hausa,1462,,Sayawa,2025,,2011-01-26,1,2011-01-26,1,1,2011-05-06,1,40,35,123,Nigeria,475,4,2.5-2016
2-454,2011,3,Ezilo,2019,,Ezza,2020,,2011-12-31,1,2011-12-31,1,1,2011-12-31,1,50,38,60,Nigeria,475,4,2.5-2016
2-455,2011,3,Fulani,1461,,Tiv,1911,,2005-04-10,1,2011-02-11,2,0,,0,181,172,298,Nigeria,475,4,2.5-2016
2-455,2012,3,Fulani,1461,,Tiv,1911,,2005-04-10,1,2011-02-11,2,0,,0,102,102,119,Nigeria,475,4,2.5-2016
2-455,2013,3,Fulani,1461,,Tiv,1911,,2005-04-10,1,2011-02-11,2,0,,0,164,164,164,Nigeria,475,4,2.5-2016
2-455,2014,3,Fulani,1461,,Tiv,1911,,2005-04-10,1,2011-02-11,2,0,,0,101,101,223,Nigeria,475,4,2.5-2016
2-14036,2015,2,Supporters of APC,5787,,Supporters of PDP,1527,,2015-01-21,1,2015-04-14,1,0,,0,39,39,45,Nigeria,475,4,2.5-2016
2-456,2011,3,Misseriya,1904,,Ngok Dinka,1884,,2011-01-09,2,2011-01-09,2,1,2011-04-30,1,212,212,245,Sudan,625,4,2.5-2016
2-456,2014,3,Misseriya,1904,,Ngok Dinka,1884,,2011-01-09,2,2014-03-01,1,0,,0,55,55,83,Sudan,625,4,2.5-2016
2-322,2015,3,Dinka ,1452,,Nuer,1519,,1996-06-04,2,2015-04-05,5,0,,0,100,100,100,South Sudan,626,4,2.5-2016
2-457,2011,3,Gony Dinka,2022,,Thiyic Dinka,2023,,2011-04-24,2,2011-06-09,1,1,2011-10-14,1,95,95,95,"Sudan, South Sudan","625, 626",4,2.5-2016
2-458,2011,3,Atuot Dinka,1977,,Jur Beli,2033,,2011-02-10,2,2011-03-12,2,1,2011-04-05,1,43,43,43,Sudan,625,4,2.5-2016
2-459,2011,1,Laskhar of Masozai Qaumi tribe,2028,,TTP,1199,,2011-01-06,1,2011-07-22,2,1,2011-07-28,1,79,79,81,Pakistan,770,3,2.5-2016
2-46,2007,3,Didinga,1568,,Toposa,1553,,2007-05-05,1,2007-05-05,1,1,2007-05-05,1,54,54,54,Sudan,625,4,2.5-2016
2-415,2010,1,Beltrán Leyva Cartel,1974,,Beltrán Leyva Cartel - Valdez Villareal faction,1975,,2010-01-09,1,2010-03-14,2,1,2010-12-12,1,182,182,216,Mexico,70,5,2.5-2016
2-417,2010,1,Los Zetas,1973,,Sinaloa Cartel,1636,,2010-03-28,1,2010-06-14,1,0,,0,29,29,39,Mexico,70,5,2.5-2016
2-417,2011,1,Los Zetas,1973,,Sinaloa Cartel,1636,,2010-03-28,1,2010-06-14,1,0,,0,85,85,130,Mexico,70,5,2.5-2016
2-417,2012,1,Los Zetas,1973,,Sinaloa Cartel,1636,,2010-03-28,1,2010-06-14,1,0,,0,335,335,438,Mexico,70,5,2.5-2016
2-417,2013,1,Los Zetas,1973,,Sinaloa Cartel,1636,,2010-03-28,1,2010-06-14,1,0,,0,54,54,56,Mexico,70,5,2.5-2016
2-417,2014,1,Los Zetas,1973,,Sinaloa Cartel,1636,,2010-03-28,1,2010-06-14,1,1,2014-12-31,5,60,60,83,Mexico,70,5,2.5-2016
2-460,2011,1,La Familia,2034,,Los Caballeros Templarios,2035,,2011-01-16,1,2011-04-29,1,0,,0,100,100,100,Mexico,70,5,2.5-2016
2-460,2012,1,La Familia,2034,,Los Caballeros Templarios,2035,,2011-01-16,1,2011-04-29,1,1,2012-09-16,1,52,23,115,Mexico,70,5,2.5-2016
2-464,2011,1,Lashkar of Kukikhel clan,2040,,TTP,1199,,2011-08-16,1,2011-08-19,1,1,2011-08-19,1,69,69,69,Pakistan,770,3,2.5-2016
2-466,1993,1,RUF,1384,,ULIMO,1558,,1991-10-30,5,1993-12-31,5,1,1993-12-31,5,99,99,99,Liberia,450,4,2.5-2016
2-467,1995,1,Kamajors,1386,,RUF,1384,,1993-12-25,1,1995-12-31,5,1,1995-12-31,5,40,40,40,Sierra Leone,451,4,2.5-2016
2-468,2006,1,Deebam,2054,,Deewell,2055,,2005-01-30,2,2006-12-31,5,1,2006-12-31,5,34,34,56,Nigeria,475,4,2.5-2016
2-14724,2015,3,"Kuei Dinka, Pakam Dinka",6344,"6342, 6341",Rup Dinka,6343,,2015-03-16,2,2015-03-16,2,0,,0,78,78,78,South Sudan,626,4,2.5-2016
2-469,2007,1,"Black Axe, Bush Boys, Deebam, KK, NDV",547527,"2114, 2115, 1516, 2054, 2121",Outlaws,2056,,2007-07-01,1,2007-08-11,1,1,2007-08-31,5,100,100,100,Nigeria,475,4,2.5-2016
2-470,2012,3,Alago,2058,,Eggon,2059,,2012-06-01,1,2012-06-02,1,0,,0,60,60,60,Nigeria,475,4,2.5-2016
2-470,2013,3,Alago,2058,,Eggon,2059,,2012-06-01,1,2012-06-02,1,1,2013-10-01,1,35,35,55,Nigeria,475,4,2.5-2016
2-471,2012,1,Greenlanders,2060,,NDV,1516,,2003-12-31,5,2012-08-11,1,1,2012-09-05,1,48,48,55,Nigeria,475,4,2.5-2016
2-472,2012,3,Akul,2061,,Kambrip,2062,,2012-06-14,3,2012-11-29,5,1,2012-11-29,5,57,57,57,Papua New Guinea,910,3,2.5-2016
2-473,2012,1,Lashkar-e-Islam,1244,,Lashkar of Akakhel tribe ,2064,,2012-06-04,1,2012-10-06,1,1,2012-10-24,1,33,33,40,Pakistan,770,3,2.5-2016
2-475,2012,1,Lashkar-e-Islam,1244,,Tawheed ul-Islam,2065,,2012-03-02,1,2012-10-02,1,1,2012-11-20,1,39,39,43,Pakistan,770,3,2.5-2016
2-476,2009,3,Dimasa ,1451,,Zeme Naga,2067,,2009-03-20,2,2009-05-19,1,1,2009-08-17,1,67,62,71,India,750,3,2.5-2016
2-478,2012,2,Supporters of al-Ahly football team ,2070,,Supporters of al-Masry football team,2071,,2012-02-01,1,2012-02-01,1,1,2012-02-01,1,74,74,74,Egypt,651,2,2.5-2016
2-479,1992,1,PFT,2073,,UTO,1188,,1992-05-05,1,1992-06-27,1,1,1992-12-19,1,482,482,1518,Tajikistan,702,3,2.5-2016
